"Org Name","EIN","Current FY Start","Current FY End","Ruling Year","Form Year","Form Type","Address Line 1","Address Line 2","City","State","County",Zip,"Org Phone Number","Web Address","IRS Subsection","Subject Area 1","Subject Area 2","Subject Area 3","NTEE Code","NAICS Code","SIC Code1","SIC Code2","Audit Required?","Has filed 990T?","Paid Preparer Firm Name","Link to GS Profile Page","Link to most recent Form 990","Total Assets","Cash & Equivalent","Investments Securities","Net Assets","Temporarily Restricted Net Assets","Permanently Restricted Net Assets","Unrestricted Net Assets","Total Revenue","Gross Receipts","Investment Income","Total Contributions","Government Grants","Special Events","Sales","Program Services Revenue","Total Liabilities","Loans and Notes","Tax-Exempt Bond Liabilities","Total Expenses","Total Program Expenses","Total Administrative Expenses","Total Fundraising Expenses","Accounting Fees","Advertising Expenses","Information Technology Expenses","Insurance Expenses","Interest Expenses","Investment Management Fees","Legal Fees","Pension Plan Contributions   Employee Benefits","Printing and Publications","Professional Fundraising Expenses","Principal Officer","Org Leader","Primary Contact Name","Primary Contact Title","Primary Contact Email","Number of Employees"
"Mount Hope Cemetery Association of Kings County New York","13-1855897","2017-11-01","2018-10-31","1951","2017","990","420 Lexington Ave","","New York","NY","New York",="10170","212-245-4870","N/A","501(c)(13) (Cemetery Companies)","Cemeteries and burial services","","","S20 (Community, Neighborhood Development, Improvement)","813410","8641","8699","Y","N","Island Tax and Accounting Group LLC","http://www.guidestar.org/profile/13-1855897","http://www.guidestar.org/FinDocuments/2018/131/855/2018-131855897-107f5215-9O.pdf","$2,820,676","$81,936","$2,738,740","$2,820,676","","$2,232,546","$588,130","$128,274","$447,019","$142,981","$0","","$0","$0","$24,475","$0","$0","","$153,454","$68,352","$85,102","$0","$0","$0","$0","$2,497","$0","$0","$0","$0","","$0","ROBERT SIMON","","","","","0"
"The Consumer Goods Forum","13-1857682","2019-01-01","2019-12-31","1972","2019","990","8455 Colesville Rd Ste 705","","Silver Spring","MD","Montgomery",="20910","301-563-3383","WWW.THECONSUMERGOODSFORUM.COM","501(c)(6) (Business Leagues, etc.)","Food aid","","","K30 (Food Service, Free Food Distribution Programs)","624210","8322","","N","","CLIFTONLARSONALLEN LLP","http://www.guidestar.org/profile/13-1857682","http://www.guidestar.org/FinDocuments/2018/131/857/2018-131857682-11165cde-9O.pdf","$15,179,601","$9,690,472","","$9,849,976","","","$9,849,976","$17,259,378","$17,259,378","$20,232","","","","","$17,235,352","$5,329,625","$0","","$16,865,731","","","","$61,890","$16,113","","$137,655","","","","$758,887","","","WAI-CHAN CHAN","","","","","4"
"Heartsease Home Inc","13-1857760","","","1944","","","216 E 70th St","","New York","NY","New York",="10021","","","501(c)(3) Public Charity","Group homes","","","P73 (Group Home (Long Term)","623990","8361","","","","","http://www.guidestar.org/profile/13-1857760","http://www.guidestar.org/FinDocuments/2009/131/857/2009-131857760-06144ed1-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"St Davids Society of the State of New York","13-1857980","2018-01-01","2018-12-31","1982","2018","990","47 5th Ave","","New York","NY","New York",="10003","212-558-4770","STDAVIDSNY.ORG","501(c)(3) Public Charity","Education","","","B82 (Scholarships, Student Financial Aid, Awards)","813410","8641","8699","N","","ROGOFF & COMPANY PC","http://www.guidestar.org/profile/13-1857980","http://www.guidestar.org/FinDocuments/2018/131/857/2018-131857980-10eb1fb3-9.pdf","$262,279","$26,445","","$262,279","","","","$5,453","$73,512","$8,119","$2,639","","-$18,367","","","$0","$0","","$24,311","$5,500","$18,811","$0","","","","","","$3,718","","","","","DAVID E MORGAN","","","","","0"
"National Association of Human Rights Workers","13-1860032","","","1949","","","331 S Franklin St","","Rocky Mount","NC","Nash",="27804","","","501(c)(3) Public Charity","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/13-1860032","http://www.guidestar.org/FinDocuments/2011/131/860/2011-131860032-08e59681-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rising Ground","13-1860451","2018-07-01","2019-06-30","1949","2018","990","151 Lawrence St","FL 5","Brooklyn","NY","Kings",="11201","(914) 375-8700","http://www.risingground.org","501(c)(3) Public Charity","Special needs education","Early childhood education","Human services","P99 (Human Services - Multipurpose and Other N.E.C.)","624190","8322","","Y","","BKD LLP","http://www.guidestar.org/profile/13-1860451","http://www.guidestar.org/FinDocuments/2018/131/860/2018-131860451-106a545c-9.pdf","$60,635,836","$8,304,436","$7,270,019","$9,986,779","$575,732","$2,361,096","$7,049,951","$105,230,875","$113,279,352","$330,037","$1,829,613","$278,241","$132,939","$0","$101,457,242","$50,649,057","$7,052,594","$16,442,309","$106,426,793","$94,284,536","$11,664,362","$477,895","$324,673","$0","$0","$1,183,828","$290,544","$89,674","$598,877","$3,387,941","","$0","ALAN MUCATEL","Mr. Alan Mucatel ","Mr. H. Aldervan Daly ","Executive Vice President of Institutional Advancement","adaly@risingground.org","1683"
"Yeshiva of Spring Valley Inc","13-1865288","","","1951","","","121 College Rd","","Suffern","NY","Rockland",="10901","","","501(c)(3) Public Charity","Elementary and secondary education","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/13-1865288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jane Addams Peace Association Inc","13-1871554","2018-01-01","2018-12-31","1995","2018","990","777 United Nations Plz # 6c","","New York","NY","New York",="10017","212-682-8830","WWW.JANEADDAMSPEACE.ORG","501(c)(3) Public Charity","Human rights","Goodwill promotion","International peace and security","Q40 (International Peace and Security)","813319","8399","8641","N","N","Gruber Palumberi Raffaele Fried CPAs PC","http://www.guidestar.org/profile/13-1871554","http://www.guidestar.org/FinDocuments/2018/131/871/2018-131871554-1119e63a-9.pdf","$2,127,124","$43,539","$825,539","$2,069,637","$109,111","$1,272,490","$688,036","$43,149","$43,149","$22,163","$23,781","","$0","$0","$2,724","$57,487","$0","","$89,068","$70,911","$13,782","$4,375","$9,255","$0","$0","$2,918","$0","$0","$2,500","$0","","$0","","","","","","1"
"Alpha Omega International Dental Fr","13-1872717","2018-07-01","2019-06-30","1940","2018","990","50 W Edmonston Dr Ste 206","","Rockville","MD","Montgomery",="20852","(301) 738-6400","www.ao.org","501(c)(3) Public Charity","Sororities and fraternities","Graduate and professional education","Dental care","B83 (Student Sororities, Fraternities)","813410","8641","8699","N","N","DUNHAM AUKAMP & RHODES PLC","http://www.guidestar.org/profile/13-1872717","http://www.guidestar.org/FinDocuments/2017/131/872/2017-131872717-1135332a-9.pdf","$411,696","$144,939","$246,220","$374,863","$153,732","","$221,131","$699,116","$699,116","$2,737","$588,569","","$0","$0","$106,370","$36,833","$0","","$745,725","$375,082","$370,643","$0","$21,345","$0","$52,218","$6,802","$0","$0","$0","$0","","$0","","","","","","3"
"New York Multi-Housing Laundry Association","13-3206114","","","1987","","","8 Elk St","","Albany","NY","Albany",="12207","","","501(c)(6) (Business Leagues, etc.)","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/13-3206114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lka Inc","13-3208078","","","1986","","","20 Vesey St","","New York","NY","New York",="10007","","","501(c)(10) (Domestic Fraternal Societies)","Sororities and fraternities","","","B83 (Student Sororities, Fraternities)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3208078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Friends of the Ixchel Museum Inc","13-3208145","","","1984","","","411 E 57th St Apt 17d","","New York","NY","New York",="10022","","","501(c)(3) Public Charity","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/13-3208145","http://www.guidestar.org/FinDocuments/2009/133/208/2009-133208145-05a31f3e-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Patmos Associates Ltd","13-3208172","","","1984","","","62 Park Ter W Apt A28","","New York","NY","New York",="10034","","","501(c)(3) Public Charity","Human services","","","S50 (Nonprofit Management)","541618","8748","","","","","http://www.guidestar.org/profile/13-3208172","http://www.guidestar.org/FinDocuments/2007/133/208/2007-133208172-03492f57-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bikur Cholim of Manhattan Inc","13-3208366","2018-01-01","2018-12-31","1987","2018","990","Co Mrs R Friedman 180 Riverside Dr","","New York","NY","New York",="10024","","","501(c)(3) Public Charity","Patient social services","Human services","","E30 (Health Treatment Facilities (Primarily Outpatient))","621498","8093","","N","","PAUL J SCHWARTZ CPA","http://www.guidestar.org/profile/13-3208366","http://www.guidestar.org/FinDocuments/2018/133/208/2018-133208366-17105489-9.pdf","$482,675","$431,338","$39,187","$482,675","","","","$462,177","$462,177","$2,321","$459,856","","","","","$0","$0","","$342,604","$322,242","$5,172","$15,190","$1,200","","","","","","$3,415","","","","MERLA WEISS","","","","","0"
"I S 44 Parents Association Inc","13-3209500","","","1986","","","100 W 77th St","","New York","NY","New York",="10024","","","501(c)(3) Public Charity","Education","","","B11 (Single Organization Support)","813219","8399","","","","","http://www.guidestar.org/profile/13-3209500","http://www.guidestar.org/FinDocuments/2010/133/209/2010-133209500-073deabe-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Giraffe Project, Inc.","13-3209618","2018-01-01","2018-12-31","1984","2018","990EZ","PO Box 759","","Langley","WA","Island",="98260","(360) 221-7989","http://www.giraffe.org","501(c)(3) Public Charity","Civic participation","Civics for youth","International peace and security","W24 (Citizen Participation)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3209618","http://www.guidestar.org/FinDocuments/2018/133/209/2018-133209618-104eadee-Z.pdf","$34,334","$25,012","","$34,271","","","","$83,964","","-$151","$81,108","","","$1,208","$0","$63","","","$79,632","","","","","","","","","","","","$1,571","","","Ms. Ann Medlock ","Mr. John Graham ","Director","graham@giraffe.org",""
"New Crotona Neighborhood Housing Re Development Corporation","13-3209678","","","1985","","","664 Grote St","","Bronx","NY","Bronx",="10457","","","501(c)(3) Public Charity","Rent and mortgage assistance","","","L82 (Housing Expense Reduction Support, Rent Assistance)","624229","8322","","","","","http://www.guidestar.org/profile/13-3209678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Our Childrens Foundation Inc","13-3210299","2016-07-01","2017-06-30","1984","2016","990","527 W 125th St","","New York","NY","New York",="10027","212-316-7040","","501(c)(3) Public Charity","Child welfare","","","B20 (Elementary, Secondary Ed)","611110","8211","","Y","","134 Evergreen Place","http://www.guidestar.org/profile/13-3210299","http://www.guidestar.org/FinDocuments/2017/133/210/2017-133210299-0f0be3c3-9.pdf","$1,795,905","-$3,861","","$1,484,430","","","$1,484,430","$978,745","$978,745","$13","$978,732","$945,891","","","$0","$311,475","$0","","$698,093","$384,134","$313,959","$0","","","","$20,767","$28,467","","","","","","SAMUEL BROWN","","","","","23"
"Ardsley Youth Committee Dba Ardsley Youth Activities Committee","13-3216849","","","1992","","","505 Ashford Ave","","Ardsley","NY","Westchester",="10502","","","501(c)(3) Public Charity","Youth development","","","O99 (Other Youth Development N.E.C.)","624110","8322","","","","","http://www.guidestar.org/profile/13-3216849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Graduate Center Foundation Inc","13-3219419","2018-07-01","2019-06-30","1984","2018","990","365 5th Ave Fl 8","","New York","NY","New York",="10016","212-817-7660","WWW.GC.CUNY.EDU","501(c)(3) Public Charity","Graduate and professional education","","","B50 (Graduate, Professional(Separate Entities))","611310","8221","","N","","EFPR GROUP CPAS PLLC","http://www.guidestar.org/profile/13-3219419","http://www.guidestar.org/FinDocuments/2018/133/219/2018-133219419-1097f23d-9.pdf","$57,764,005","$6,170,240","$45,139,891","$57,488,283","$29,694,790","$24,729,612","$3,063,881","$11,336,179","$16,833,877","$1,196,762","$9,309,179","","","","","$275,722","$0","","$8,141,766","$7,463,483","$278,265","$400,018","$19,108","$83,790","$66,618","$15,891","","$212,505","$9,855","","","","JAY GOLAN","","","","","23"
"SUNY Orange Foundation","13-3219917","2018-07-01","2019-06-30","1988","2018","990","115 South St","","Middletown","NY","Orange",="10940","(845) 341-4725","www.sunyorangefoundation.org","501(c)(3) Public Charity","Alumni relations","Philanthropy","Community college education","T11 (Single Organization Support)","813219","8399","","N","","NUGENT & HAEUSSLER PC","http://www.guidestar.org/profile/13-3219917","http://www.guidestar.org/FinDocuments/2018/133/219/2018-133219917-1158f7d3-9.pdf","$19,998,320","$609,194","$14,658,845","$19,735,322","$10,214,695","$4,807,127","$4,713,500","$1,097,278","$2,757,362","$369,389","$439,060","","$95,119","","","$262,998","$0","","$1,738,462","$1,464,025","$231,986","$42,451","$14,000","","","$4,149","","$137,416","$550","","","","DAWN ANSBRO","Dawn Ansbro ","Dawn Ansbro ","Executive Director","dawn.ansbro@sunyorange.edu","6"
"Dromenon of Greater New York Inc","13-3220185","2017-01-01","2017-12-31","2014","2017","990PF","25 W 13th St Apt 6as","","New York","NY","New York",="10011","212-366-0065","","501(c)(3) Private Nonoperating Foundation","Personal services","","","P50 (Personal Social Services)","624190","8322","","","","","http://www.guidestar.org/profile/13-3220185","http://www.guidestar.org/FinDocuments/2017/133/220/2017-133220185-0f0a5c32-F.pdf","$5,172","$5,172","","$5,172","","","","$5","$5","","","","","","","","","","$0","","","","","","","","","","","","","","","","","","",""
"The Big Apple College Information Program Inc","13-3220371","","","1985","","","33 West 42ndst-18th Floor","","New York","NY","New York",="10036","","","501(c)(3) Public Charity","Student services","","","B80 (Student Services and Organizations)","611710","8299","8748","","","","http://www.guidestar.org/profile/13-3220371","http://www.guidestar.org/FinDocuments/2012/133/220/2012-133220371-09d53c6c-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"American Friends of Nishmas Yisroel Inc","13-3221646","2019-01-01","2019-12-31","1984","2019","990","C/O Fred E Nussbaum 1324 Ave J","","Brooklyn","NY","Kings",="11230","347-549-9155","N/A","501(c)(3) Public Charity","Elementary and secondary education","","","B11 (Single Organization Support)","813219","8399","","N","","Baruch Kelman","http://www.guidestar.org/profile/13-3221646","http://www.guidestar.org/FinDocuments/2018/133/221/2018-133221646-11691bab-9.pdf","$509,433","$405,245","$0","$506,908","","","","$119,296","$119,296","$38","$119,258","","$0","$0","$0","$2,525","$0","","$134,193","$131,540","$2,201","$452","$1,500","$0","$0","$0","$0","$0","$0","$0","","$0","Shaul Arieli","","","","","0"
"384 Grand Street Housing Development Fund Company Inc","13-3225473","2018-07-01","2019-06-30","1988","2018","990","200 W 57th St Ste 702","","New York","NY","New York",="10019","212-765-7900","N/A","501(c)(3) Public Charity","Shelter and residential care","","","L12 (Fund Raising and/or Fund Distribution)","813219","8399","","N","","PKF O'CONNOR DAVIES LLP","http://www.guidestar.org/profile/13-3225473","http://www.guidestar.org/FinDocuments/2018/133/225/2018-133225473-10778ba7-9.pdf","$3,734,847","$218,969","$2,016,730","$3,601,739","","","$3,601,739","$848,790","$3,520,885","$70,332","","","","","$591,721","$133,108","$0","","$667,819","$509,553","$158,266","$0","$10,000","","$2,193","$24","","$26,862","$7,988","","","","DONALD HONG","","","","","0"
"Ramon S Velez Scholarship Fund Inc","13-3225646","","","1987","","","PO Box 205","","Bronx","NY","Bronx",="10455","","","501(c)(3) Public Charity","Education","","","B82 (Scholarships, Student Financial Aid, Awards)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3225646","http://www.guidestar.org/FinDocuments/2000/133/225/2000-133225646-1-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Morrisania Air Rights Senior Citizens Association Inc","13-3226096","","","1984","","","3135 Park Ave","","Bronx","NY","Bronx",="10451","","","501(c)(3) Public Charity","Senior services","","","P81 (Senior Centers/Services)","624120","8322","","","","","http://www.guidestar.org/profile/13-3226096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"New York State Psychiatric Association Inc","13-3226215","","","1984","","","400 Garden City Plz Ste 202","","Garden City","NY","Nassau",="11530","","","501(c)(6) (Business Leagues, etc.)","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/13-3226215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jacob K Javits Foundation Inc","13-3226735","2018-01-01","2018-12-31","1984","2018","990PF","C/O C Javits 269 Amherst Avenue","","Kensington","CA","Alameda",="94708","510-507-0222","","501(c)(3) Private Nonoperating Foundation","Education","","","B82 (Scholarships, Student Financial Aid, Awards)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3226735","http://www.guidestar.org/FinDocuments/2018/133/226/2018-133226735-17067592-F.pdf","$1,777,018","$167,439","$1,609,579","$1,774,309","","","","$178,244","$508,035","$166,757","$146,603","","","","","$2,709","","","$180,533","","","","$11,844","","","","","","","","","","","","","","",""
"Lutheran Schools Association","13-3227027","","","1985","","","171 White Plains Rd","","Bronxville","NY","Westchester",="10708","","","501(c)(3) Public Charity","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/13-3227027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Alumni Association of Seoul National University in NY, Inc. BYOUNG Sool Kim","13-3227213","","","1984","","","41 W 36th St Fl 1","","New York","NY","New York",="10018","","","501(c)(3) Public Charity","Alumni relations","","","B84 (Alumni Associations)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3227213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AARP","13-3228247","","","1971","","","601 E St NW","","Washington","DC","District of Columbia",="20049","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Senior services","","","P81 (Senior Centers/Services)","624120","8322","","","","","http://www.guidestar.org/profile/13-3228247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Paraclete Foundation","13-3228366","","","1987","","","PO Box 6068","","Hoboken","NJ","Hudson",="07030","","","501(c)(3) Public Charity","Domestic violence shelters","","","P43 (Family Violence Shelters and Services)","624221","8322","","","","","http://www.guidestar.org/profile/13-3228366","http://www.guidestar.org/FinDocuments/2001/133/228/2001-133228366-1-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Scarsdale Adult School","13-3230407","2018-01-01","2018-12-31","1987","2018","990","PO Box 205","","Scarsdale","NY","Westchester",="10583","914-723-2325","","501(c)(3) Public Charity","Education","","","B99 (Education N.E.C.)","611","","","N","","Bernard Katz & Co. PC","http://www.guidestar.org/profile/13-3230407","http://www.guidestar.org/FinDocuments/2018/133/230/2018-133230407-10d1cc3a-9.pdf","$865,652","$853,733","","$773,043","","","$773,043","$730,583","$730,583","$2,623","$70,854","","","","$657,106","$92,609","$0","","$630,391","$585,151","$39,626","$5,614","$4,000","$4,721","","$5,229","","","","","","","Amy Bitterman","","","","","9"
"Bronx Independent Living Services, Inc.","13-3238733","2018-10-01","2019-09-30","1985","2018","990","4419 3rd Ave Ste 2c","","Bronx","NY","Bronx",="10457","718-515-2800","http://www.bils.org","501(c)(3) Public Charity","Human services","Special population support","Independent living for people with disabilities","P80 (Services to Promote the Independence of Specific Populations)","624120","8322","","N","N","SCHALL & ASHENFARB CPAS","http://www.guidestar.org/profile/13-3238733","http://www.guidestar.org/FinDocuments/2018/133/238/2018-133238733-11164082-9.pdf","$422,005","$20,096","$0","$274,594","","","$274,594","$1,335,968","$1,335,968","$0","$1,241,707","$870,647","$0","$0","$94,261","$147,411","$80,000","","$1,375,714","$1,076,487","$299,227","$0","$0","$0","$7,525","$14,662","$0","$0","$4,170","$15,497","","$0","Brett L Eisenberg","Mr. Brett L. Eisenberg ","Mr. Brett L. Eisenberg ","Executive Director","brett@bils.org","42"
"Key Club International","13-3239790","","","1948","","","500 W Hartsdale Ave","","Hartsdale","NY","Westchester",="10530","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Community service for youth","","","O51 (Youth Community Service Clubs)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3239790","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zion Lutheran Preschool","13-3240953","","","1961","","","505 Watchogue Rd","","Staten Island","NY","Richmond",="10314","","","501(c)(3) Public Charity","Early childhood education","","","B21 (Kindergarten, Nursery Schools, Preschool, Early Admissions)","624410","8351","","","","","http://www.guidestar.org/profile/13-3240953","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comm Opportunity Ctr of the Tarry Towns","13-3241979","2008-01-01","2008-12-31","1967","2008","990","105 Widley Street","","Tarrytown","NY","Westchester",="10591","914-631-7340","","501(c)(3) Public Charity","Human services","","","P28 (Neighborhood Center, Settlement House)","624190","8322","","N","","PETER J ZAMBELLETTI & CO","http://www.guidestar.org/profile/13-3241979","http://www.guidestar.org/FinDocuments/2010/133/241/2010-133241979-0965a3b9-Z.pdf","$307,726","$19,910","","$307,726","","","","$189,850","$189,850","","$97,225","$93,027","","","","$0","$0","","$198,704","$176,780","$8,831","$0","$1,900","","","$20,519","","","","","","","","","","","","3"
"Harloo Educational Fund Inc","13-3242601","","","1998","","","350 Broadway Rm 703","","New York","NY","New York",="10013","","","501(c)(3) Public Charity","Education","","","B11 (Single Organization Support)","813219","8399","","","","","http://www.guidestar.org/profile/13-3242601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Friends of Lower Bay School, Inc.","13-3244937","","","1985","","","824 Page Ave","","Staten Island","NY","Richmond",="10307","","","501(c)(3) Public Charity","Education","","","B11 (Single Organization Support)","813219","8399","","","","","http://www.guidestar.org/profile/13-3244937","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jewish War Veterans of the United States of America Inc","13-3245265","","","1946","","","92 Van Cortlandt Park S","","Bronx","NY","Bronx",="10463","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Special population support","","","W30 (Military/Veterans' Organizations)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3245265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wjc Cemetery Association Inc","13-3245811","2017-07-01","2018-06-30","1990","2017","990","Pox 304","","Mamaroneck","NY","Westchester",="10543","914-967-4908","N/A","501(c)(13) (Cemetery Companies)","Human services","","","Y50 (Cemeteries and Burial Services)","812220","6531","6553","N","","TOBIN & COMPANY CPA'S","http://www.guidestar.org/profile/13-3245811","http://www.guidestar.org/FinDocuments/2019/133/245/2019-133245811-1167dc9b-9O.pdf","$3,437,268","$90,581","$3,017,909","$3,437,268","","$1,327,582","$2,109,686","$190,545","$620,591","$76,689","","","","","$127,840","$0","$0","","$56,514","$46,461","$10,053","$0","$2,000","","","","","","","","","","RON ROSENBERG","","","","","0"
"Kappa Sigma Fraternity","13-3245826","","","1940","","","1 University Pl","","Shreveport","LA","Caddo",="71115","","","501(c)(7) (Social and Recreation Clubs)","Sororities and fraternities","","","B83 (Student Sororities, Fraternities)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3245826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"University Place Foundation Inc","13-3246657","","","1985","","","853 Broadway Ste 1607","","New York","NY","New York",="10003","","","501(c)(3) Private Nonoperating Foundation","Education","","","B11 (Single Organization Support)","813219","8399","","","","","http://www.guidestar.org/profile/13-3246657","http://www.guidestar.org/FinDocuments/2006/133/246/2006-133246657-0231bb22-F.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"National Council of Negro Women of Greater New York Inc","13-3247858","2011-01-01","2011-12-31","1985","2011","990","11402 Gy Brewer Blvd","","Jamaica","NY","Queens",="11434","718-657-8585","","501(c)(3) Public Charity","Women's rights","","","R24 (Women's Rights)","813311","8399","","N","","GRACE NKENKE CPA","http://www.guidestar.org/profile/13-3247858","http://www.guidestar.org/FinDocuments/2011/133/247/2011-133247858-08a63442-9.pdf","$0","","","$0","","","","$106,317","$106,317","","$106,317","$106,317","","","","$0","$0","","$80,012","$80,012","$0","$0","$300","$0","$0","$2,099","$0","$0","$0","$0","","","Dr Stan Griffith","","","","","6"
"Oliver Scholars","13-3248876","2018-01-01","2018-12-31","1985","2018","990","80 Maiden Ln Ste 706","","New York","NY","New York",="10038","(212) 430-5980","www.oliverscholars.org","501(c)(3) Public Charity","Secondary education","Leadership development","Gifted education","B25 (Secondary/High School)","611110","8211","","N","","PKF O'CONNOR DAVIES LLP","http://www.guidestar.org/profile/13-3248876","http://www.guidestar.org/FinDocuments/2017/133/248/2017-133248876-1030799f-9.pdf","$27,599,502","$4,153,574","$22,101,304","$27,384,425","$24,256,983","$387,500","$2,739,942","$1,738,903","$28,035,630","$2,963","$1,184,643","","$44","","","$215,077","$160,000","","$4,071,423","$2,909,277","$458,340","$703,806","$28,275","$3,431","$112,525","$33,861","$3,840","$97,184","$38,292","$20,124","","$6,750","DR DANIELLE R MOSS","Dr. Danielle Moss ","Dr. Danielle Moss ","CEO","dmoss@oliverscholars.org","24"
"Tremont Community Council Inc","13-3249305","","","1985","","","4197 Park Ave","","Bronx","NY","Bronx",="10457","","","501(c)(3) Public Charity","Human services","","","P20 (Human Service Organizations)","624190","8322","","","","","http://www.guidestar.org/profile/13-3249305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"American Friends of Shvut Ami","13-3249452","2017-01-01","2017-12-31","1985","2017","990","C/O A. Poland 669 East 7th Street","","Brooklyn","NY","Kings",="11218","718-686-0230","http://www.shvutami.org.il/","501(c)(3) Public Charity","Human rights","International relations","","Q71 (International Migration, Refugee Issues)","813311","8399","","N","","BUNKER AND COMPANY CPA PLLC","http://www.guidestar.org/profile/13-3249452","http://www.guidestar.org/FinDocuments/2018/133/249/2018-133249452-115e276c-9.pdf","$43,185","$11,514","","$33,262","","","$33,262","$224,807","$224,807","","$224,807","","","","","$9,923","$0","","$206,170","$32,171","$173,012","$987","$850","$987","","$1,668","$1,788","","","","","","ARON RAKEFFET","Alan Goldblatt ","Alan Rosen ","","shvutami@netvision.net.il","3"
"Washington Heights and Inwood Council On Aging Inc","13-3249666","","","1986","","","PO Box 392","","New York","NY","New York",="10040","","","501(c)(3) Public Charity","Senior services","","","P81 (Senior Centers/Services)","624120","8322","","","","","http://www.guidestar.org/profile/13-3249666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Umoja Project Limited","13-3249798","","","1986","","","225 C P W 510","","New York","NY","New York",="10024","","","501(c)(3) Public Charity","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/13-3249798","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Malcolm Hewitt Wiener Foundation","13-3250321","2018-01-01","2018-12-31","1986","2018","990PF","55 W 46th St Fl 31","","New York","NY","New York",="10036","212-332-7300","","501(c)(3) Private Nonoperating Foundation","Youth development","","","T20 (Private Grantmaking Foundations)","813211","6732","","","","","http://www.guidestar.org/profile/13-3250321","http://www.guidestar.org/FinDocuments/2018/133/250/2018-133250321-17003397-F.pdf","$34,963,672","$2,084,976","$14,451,704","$34,963,672","","","","$2,304,789","$2,580,575","$1,831,272","$3,820,806","","","","","$0","","","$4,629,732","","","","","","","","$151,501","","$108","","","","","","","","",""
