"Org Name","EIN","Current FY Start","Current FY End","Ruling Year","Form Year","Form Type","Address Line 1","Address Line 2","City","State","County",Zip,"Org Phone Number","Web Address","IRS Subsection","Subject Area 1","Subject Area 2","Subject Area 3","NTEE Code","NAICS Code","SIC Code1","SIC Code2","Audit Required?","Has filed 990T?","Paid Preparer Firm Name","Link to GS Profile Page","Link to most recent Form 990","Total Assets","Cash & Equivalent","Investments Securities","Net Assets","Temporarily Restricted Net Assets","Permanently Restricted Net Assets","Unrestricted Net Assets","Total Revenue","Gross Receipts","Investment Income","Total Contributions","Government Grants","Special Events","Sales","Program Services Revenue","Total Liabilities","Loans and Notes","Tax-Exempt Bond Liabilities","Total Expenses","Total Program Expenses","Total Administrative Expenses","Total Fundraising Expenses","Accounting Fees","Advertising Expenses","Information Technology Expenses","Insurance Expenses","Interest Expenses","Investment Management Fees","Legal Fees","Pension Plan Contributions   Employee Benefits","Printing and Publications","Professional Fundraising Expenses","Principal Officer","Org Leader","Primary Contact Name","Primary Contact Title","Primary Contact Email","Number of Employees"
"Local 1931 Health Benefit Fund","11-1887798","2016-03-01","2017-02-28","1959","2016","990","420 W Merrick Rd","","Valley Stream","NY","Nassau",="11580","516-825-1851","","501(c)(9) (Employees Associations)","Business and industry","","","Y43 (Voluntary Employees Beneficiary Associations (Non-Government))","813410","8641","8699","N","","LAWRENCE S. FISCHER, CPA","http://www.guidestar.org/profile/11-1887798","http://www.guidestar.org/FinDocuments/2017/111/887/2017-111887798-0f5fddfe-9O.pdf","$0","$0","$0","$10,840,264","","","","$0","$0","","","","","","","$0","$0","","$0","$0","$0","$0","","","","","","","","","","","JOSEPH GIOVINCO","","","","","0"
"Society of St Johnland","11-1890580","2018-01-01","2018-12-31","1935","2018","990","395 Sunken Meadow Rd","","Kings Park","NY","Suffolk",="11754","631-269-5800","WWW.STJOHNLAND.ORG","501(c)(3) Public Charity","Health","Nursing homes","","E11 (Single Organization Support)","813219","8399","","N","","BKD LLP","http://www.guidestar.org/profile/11-1890580","http://www.guidestar.org/FinDocuments/2018/111/890/2018-111890580-17037854-9.pdf","$21,687,020","$491,428","$12,297,833","$21,657,785","$0","$7,432,488","$14,225,297","-$351,292","$7,355,715","$769,450","$247,721","","-$13,663","$0","$173,703","$29,235","$0","$0","$1,172,845","$386,477","$479,082","$307,286","$23,400","$21,667","$0","$40,431","$0","$71,583","$43,200","$20,520","","$0","MARY JEAN WEBER","","","","","8"
"United Food and Commercial Workers International Union","11-1890603","2018-01-01","2018-12-31","1941","2018","990","166 E Jericho Tpke","","Mineola","NY","Nassau",="11501","516-747-5980","N/A","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","N","Y","NOVAK FRANCELLA LLC","http://www.guidestar.org/profile/11-1890603","http://www.guidestar.org/FinDocuments/2018/111/890/2018-111890603-1111ac5f-9O.pdf","$1,413,639","$705,721","$437,685","$1,099,835","","","$1,099,835","$5,600,777","$5,600,777","$29,053","","","","","$5,366,291","$313,804","$14,986","","$5,696,799","","","","$51,618","","$92,220","$223,388","$1,450","","$138,635","$147,303","","","RICHARD ABONDOLO","","","","","24"
"St Barnabas Lutheran Church","11-1893619","","","1987","","","159-1998 Street","","Howard Beach","NY","Queens",="11414","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-1893619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Green Harbour Beach Club Inc","11-1893877","2017-12-01","2018-11-30","2005","2017","990","PO Box 315","","Massapequa","NY","Nassau",="11758","516-729-0765","WWW.GREENHARBOURBEACHCLUB.COM","501(c)(7) (Social and Recreation Clubs)","Clubs","","","N50 (Recreational, Pleasure, or Social Club)","713990","7911","7993","N","","THERESA B MARLOWCPA","http://www.guidestar.org/profile/11-1893877","http://www.guidestar.org/FinDocuments/2018/111/893/2018-111893877-17011291-9O.pdf","$82,083","$82,083","","$81,771","","","","$194,630","$194,630","","$194,630","","","","","$312","$0","","$289,296","","","","$700","$1,514","","$19,825","","","","","","","CATHY STRICK","","","","","0"
"National Organization of Industrial Trade Unions","11-1896570","2018-04-01","2019-03-31","1969","2018","990","14806 Hillside Ave","","Jamaica","NY","Queens",="11435","718-291-3434","WWW.NOITU.ORG","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","N","","BUCHBINDER TUNICK & CO LLP","http://www.guidestar.org/profile/11-1896570","http://www.guidestar.org/FinDocuments/2019/111/896/2019-111896570-17151596-9O.pdf","$6,901,557","$204,851","$6,147,664","$5,618,639","","","$5,618,639","$2,044,097","$3,578,632","$165,393","","","","","$1,975,834","$1,282,918","$0","","$2,143,023","","","","$13,997","","$7,893","$21,585","","$13,356","$20,011","","","","GERARD JONES","","","","","8"
"Wordsight Association","11-1961478","","","2000","","","PO Box 1320","","Fall City","WA","King",="98024","","","501(c)(3) Private Nonoperating Foundation","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-1961478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4 Court Square Corporation","11-1961946","2018-01-01","2018-12-31","1993","2018","990","4 Court Sq","","Long Island City","NY","Queens",="11101","718-392-0525","N/A","501(c)(2) (Title Holding Corporation)","Real estate","","","S47 (Real Estate Organizations)","531390","6531","","N","N","Gould Kobrick & Schlapp PC","http://www.guidestar.org/profile/11-1961946","http://www.guidestar.org/FinDocuments/2018/111/961/2018-111961946-17123937-9O.pdf","$1,188,975","$586,606","$0","$1,152,730","","","$1,152,730","$140,460","$359,541","$0","$0","","$0","$0","$0","$36,245","$0","","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","","$0","JEREMIAH SULLIVAN JR","","","","","0"
"South Congregational Church","11-1961974","","","1943","","","257 President St","","Brooklyn","NY","Kings",="11231","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-1961974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Free & Accepted Masons of New York","11-1961977","","","1940","","","1348 64th St","","Brooklyn","NY","Kings",="11219","","http://www.nymasons.org/","501(c)(10) (Domestic Fraternal Societies)","Religion","","","X99 (Religion Related, Spiritual Development N.E.C.)","813110","8661","","","","","http://www.guidestar.org/profile/11-1961977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Edward R Trosin ","Mr Gilbert Savitzky ","Grand Secretary","grand_secretary@nymasons.org",""
"Brown Memorial Baptist Church Inc","11-1962041","","","1997","","","484 Washington Ave","","Brooklyn","NY","Kings",="11238","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-1962041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Protestant Dutch Reformed Church of the Town of Flatlands","11-1966510","","","1968","","","3931 Kings Hwy","","Brooklyn","NY","Kings",="11234","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-1966510","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grace Lutheran Church","11-1966707","","","1941","","","10203 Springfield Blvd","","Queens Village","NY","Queens",="11429","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-1966707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Honor Emergency Fund of the Fire Department of the City of New York","11-1969467","2018-09-01","2019-08-31","1924","2018","990","9 Metrotech Ctr # 5e-43k","","Brooklyn","NY","Kings",="11201","718-999-2531","N/A","501(c)(3) Public Charity","Philanthropy","Human services","","Y44 (Voluntary Employees Beneficiary Associations (Government))","813410","8641","8699","N","","PKF O'CONNOR DAVIES LLP","http://www.guidestar.org/profile/11-1969467","http://www.guidestar.org/FinDocuments/2018/111/969/2018-111969467-1073c5d8-9.pdf","$19,468,768","$93,469","$19,363,964","$19,281,359","","","$19,281,359","$1,395,186","$5,939,774","$690,856","$42,455","","","","","$187,409","$0","","$900,153","$454,084","$446,069","$0","$32,000","$1,315","","$11,154","","$74,462","","","","","STANLEY REIMER","","","","","3"
"Park Slope Jewish Center","11-1969905","","","1945","","","8th Ave 14th Street","","Brooklyn","NY","Kings",="11215","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/11-1969905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Foreign Commerce Club of New York Inc","11-1972109","2018-08-01","2019-07-31","1970","2018","990EZ","PO Box 61686","","Staten Island","NY","Richmond",="10306","","www.fccnewyork.com","501(c)(6) (Business Leagues, etc.)","Clubs","","","N50 (Recreational, Pleasure, or Social Club)","713990","7911","7993","","N","Schwager & Associates PC","http://www.guidestar.org/profile/11-1972109","http://www.guidestar.org/FinDocuments/2018/111/972/2018-111972109-10ebd2e9-ZO.pdf","$17,963","$7,963","","$17,963","","","","$7,585","$107,340","","$12,015","","-$4,430","","","","","","$20,236","","","","","","","","","","","","","","","","","","",""
"Brooklyn Community Counseling Center Inc","11-1973249","","","1962","","","1651 Coney Island Ave # 200","","Brooklyn","NY","Kings",="11230","","","501(c)(3) Public Charity","Health care clinics","","","E32 (Ambulatory Health Center, Community Clinic)","621498","8093","","","","","http://www.guidestar.org/profile/11-1973249","http://www.guidestar.org/FinDocuments/2002/111/973/2002-111973249-1-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Temple Beth David","11-1973312","","","1976","","","100 Hauppauge Rd","","Commack","NY","Suffolk",="11725","","","501(c)(3) Public Charity","Religion","","","X99 (Religion Related, Spiritual Development N.E.C.)","813110","8661","","","","","http://www.guidestar.org/profile/11-1973312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Keren Achiezer","11-1974220","","","1960","","","1758 47th St","","Brooklyn","NY","Kings",="11204","","","501(c)(3) Public Charity","Religion","","","X99 (Religion Related, Spiritual Development N.E.C.)","813110","8661","","","","","http://www.guidestar.org/profile/11-1974220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOWNWIDE FUND OF HUNTINGTON INC","11-1975035","2018-01-01","2018-12-31","1962","2018","990","148 E Main St","","Huntington","NY","Suffolk",="11743","(631) 629-4950","www.townwidefund.org","501(c)(3) Public Charity","Philanthropy","","","T12 (Fund Raising and/or Fund Distribution)","813219","8399","","N","","ROSENBLATT LEVITTAN VULPIS GOETZ & CO","http://www.guidestar.org/profile/11-1975035","http://www.guidestar.org/FinDocuments/2018/111/975/2018-111975035-17089022-9.pdf","$476,500","$92,926","$370,108","$472,474","","$250,000","$222,474","$226,618","$336,521","$16,994","$196,718","","$12,906","","","$4,026","$0","","$247,283","$123,900","$114,846","$8,537","$1,650","$5,373","$3,037","$3,699","","$4,132","$275","","","","JAMES T POWERS","Gloria Palacios ","Gloria Palacios ","","executivedirector@townwidefund.org","1"
"Church of the Holy Child Jesus","11-1977907","","","1972","","","66 Sullivan St","","Brooklyn","NY","Kings",="11231","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-1977907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Production Workers Union Afl Cio Local 148","11-1978363","2013-03-01","2014-02-28","1963","2013","990","201 W Valley Stream Blvd","","Valley Stream","NY","Nassau",="11580","516-872-6690","","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","N","","BUCHBINDER TUNICK & COMPANY, LLP","http://www.guidestar.org/profile/11-1978363","http://www.guidestar.org/FinDocuments/2014/111/978/2014-111978363-0add6d23-9O.pdf","$0","$0","$0","$0","","","$0","$329,933","$329,933","","","","","","$129,142","$0","$0","","$305,278","","","","$3,700","","","$3,959","","","$9,334","$7,146","","","JOSEPH GIOVINCO","","","","","2"
"Bay Shore Yacht Club Inc","11-1978784","2018-01-01","2018-12-31","1980","2018","990","PO Box 5207","","Bay Shore","NY","Suffolk",="11706","631-665-9518","WWW.BAYSHOREYACHTCLUB.COM","501(c)(7) (Social and Recreation Clubs)","Clubs","","","N50 (Recreational, Pleasure, or Social Club)","713990","7911","7993","N","Y","SHEEHAN & COMPANY, CPA, PC","http://www.guidestar.org/profile/11-1978784","http://www.guidestar.org/FinDocuments/2018/111/978/2018-111978784-10d64e4b-9O.pdf","$485,541","$314,363","","$408,076","","","","$217,270","$218,945","$2,819","$91,067","","$2,441","","$120,943","$77,465","$0","","$202,364","","","","$2,600","","","$40,984","","","","","","","THOMAS W. DEIN","","","","","11"
"Communication Workers of America 1104 CWA","11-1982067","2018-10-01","2019-09-30","1961","2018","990","1 Florgate Rd","","Farmingdale","NY","Nassau",="11735","516-420-1104","CWA1104.COM","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","N","","SCHULTHEIS & PANETTIERI LLP","http://www.guidestar.org/profile/11-1982067","http://www.guidestar.org/FinDocuments/2017/111/982/2017-111982067-0ef48497-9O.pdf","$6,295,295","$554,926","$5,740,369","$6,295,295","","","$6,295,295","$3,660,054","$4,360,022","$72,788","$13,140","","","","$3,536,250","$0","$0","","$3,597,126","","","","$20,147","","$19,839","$31,772","","","$116,122","$59,590","","","THOMAS BENEDETTO","","","","","131"
"Madonna Residence Inc","11-1982068","","","1946","","","600 Woods Rd","","Germantown","NY","Columbia",="12526","","","501(c)(3) Public Charity","Nursing homes","","","E91 (Nursing, Convalescent (Geriatric and Nursing))","623110","8051","8052","","","","http://www.guidestar.org/profile/11-1982068","http://www.guidestar.org/FinDocuments/2004/111/982/2004-111982068-1-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Evangelical Lutheran Church of the Redeemer","11-1984845","","","1988","","","9210 217th St","","Queens Village","NY","Queens",="11428","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-1984845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Martin Luther School","11-1985387","","","2006","","","6002 Maspeth Ave","","Maspeth","NY","Queens",="11378","","","501(c)(3) Public Charity","Elementary and secondary education","","","B20 (Elementary, Secondary Ed)","611110","8211","","","","","http://www.guidestar.org/profile/11-1985387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mill Island Civic Assn Inc","11-1985765","","","1993","","","PO Box 340113","","Brooklyn","NY","Kings",="11234","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Neighborhood associations","","","S22 (Neighborhood/Block Associations)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-1985765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"National Council of Young Israel","11-1990957","","","1952","","","8475 Daniels St","","Jamaica","NY","Queens",="11435","","","501(c)(3) Public Charity","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/11-1990957","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Religious School of Temple Emanuel Inc","11-1993238","","","1960","","","3315 Hillside Ave","","New Hyde Park","NY","Nassau",="11040","","","501(c)(3) Public Charity","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/11-1993238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Progressive Brothers and Sisters Inc","11-2040313","","","1969","","","42 Sugar Pine Ln","","Bay Shore","NY","Suffolk",="11706","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Civic participation","","","W24 (Citizen Participation)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2040313","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Parkway General Corp","11-2043251","","","1994","","","4500 Parsons Blvd","","Flushing","NY","Queens",="11355","","","501(c)(2) (Title Holding Corporation)","Real estate","","","S47 (Real Estate Organizations)","531390","6531","","","","","http://www.guidestar.org/profile/11-2043251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grace Lutheran Church","11-2043473","","","1941","","","75 Calebs Path","","Central Islip","NY","Suffolk",="11722","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2043473","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Unity Center of Flushing","11-2068135","","","1970","","","4211 155th St","","Flushing","NY","Queens",="11355","","","501(c)(3) Public Charity","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/11-2068135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Human Resources Center of St Albans Inc","11-2069848","","","1975","","","17217 Linden Blvd","","Jamaica","NY","Queens",="11434","","","501(c)(3) Public Charity","Elementary and secondary education","","","B20 (Elementary, Secondary Ed)","611110","8211","","","","","http://www.guidestar.org/profile/11-2069848","http://www.guidestar.org/FinDocuments/2008/112/069/2008-112069848-04d666a8-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Coram Volunteer Fire Dept Inc","11-2070472","","","1967","","","303 Middle Country Rd","","Coram","NY","Suffolk",="11727","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Fire prevention and control","","","M24 (Fire Prevention / Protection / Control)","624230","8322","","","","","http://www.guidestar.org/profile/11-2070472","http://www.guidestar.org/FinDocuments/2012/112/070/2012-112070472-09b3eff7-ZO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Benevolent & Protective Order of Elks of the USA","11-2071520","","","1951","","","11 W Jamaica Ave","","Valley Stream","NY","Nassau",="11580","","","501(c)(8) (Fraternal Beneficiary Societies)","Water resources","","","C32 (Water Resource, Wetlands Conservation and Management)","813312","8399","8699","","","","http://www.guidestar.org/profile/11-2071520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"National Council of Negro Women Local Council of North Queens","11-2072324","","","1966","","","2311 96th St","","East Elmhurst","NY","Queens",="11369","","","501(c)(3) Public Charity","Women's rights","","","R24 (Women's Rights)","813311","8399","","","","","http://www.guidestar.org/profile/11-2072324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"National Council of Young Israel","11-2073459","","","1952","","","PO Box 1014","","Loch Sheldrake","NY","Sullivan",="12759","","","501(c)(3) Public Charity","Shelter and residential care","","","L99 (Other Housing, Shelter N.E.C.)","624229","8322","","","","","http://www.guidestar.org/profile/11-2073459","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Industrial Trade Union-No 231","11-2074244","","","1967","","","25 Roslyn Rd","","Mineola","NY","Nassau",="11501","","","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","","","","http://www.guidestar.org/profile/11-2074244","http://www.guidestar.org/FinDocuments/2010/112/074/2010-112074244-06c8ccb4-ZO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ancient Order of Hibernians in America","11-2076403","","","1945","","","PO Box 1064","","Rockville Centre","NY","Nassau",="11571","","","501(c)(8) (Fraternal Beneficiary Societies)","Education","","","","","","","","","","http://www.guidestar.org/profile/11-2076403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"International Church of Fire","11-2076661","","","2009","","","3449 W Altgeld St","","Chicago","IL","Cook",="60647","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2076661","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Benevolent & Protective Order of Elks of the USA","11-2076829","","","1951","","","PO Box 697","","Bethpage","NY","Nassau",="11714","","","501(c)(8) (Fraternal Beneficiary Societies)","Community service","","","S80 (Community Service Clubs (Kiwanis, Lions, Jaycees, etc.))","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2076829","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Warbasse Nursery School Inc","11-2077918","2015-07-01","2016-06-30","1973","2015","990","2785 W 5th St","","Brooklyn","NY","Kings",="11224","718-266-5585","HTTP://WARBASSENURSERYSCHOOL.COM","501(c)(3) Public Charity","Special needs education","","","B21 (Kindergarten, Nursery Schools, Preschool, Early Admissions)","624410","8351","","N","","CERINI AND ASSOCIATES LLP","http://www.guidestar.org/profile/11-2077918","http://www.guidestar.org/FinDocuments/2016/112/077/2016-112077918-0df14742-9.pdf","$418,392","$133,028","","$189,510","","","$189,510","$1,780,509","$1,784,529","$637","$21,822","","$0","","$1,758,038","$228,882","$48,124","","$1,784,076","$1,293,809","$470,780","$19,487","","$2,801","","$15,261","$1,396","","","$56,908","","","MARY ANNE MARMAN","","","","","28"
"Sunrise Psychiatric Clinic Inc","11-2109103","","","1966","","","37 John St","","Amityville","NY","Suffolk",="11701","","","501(c)(3) Public Charity","Community mental health care","","","F32 (Community Mental Health Center)","621420","8093","","","","","http://www.guidestar.org/profile/11-2109103","http://www.guidestar.org/FinDocuments/2002/112/109/2002-112109103-1-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Friends World College","11-2109889","","","1993","","","Plover Ln","","Huntington","NY","Suffolk",="11743","","","501(c)(3) Public Charity","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/11-2109889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Suffolk Hearing & Speech Center Inc","11-2110488","2012-01-01","2012-12-31","1967","2012","990","369 E Main St Ste 1","","East Islip","NY","Suffolk",="11730","631-277-6000","","501(c)(3) Public Charity","Rehabilitation","","","E50 (Rehabilitative Medical Services)","621340","8049","","N","","PricewaterhouseCoopers LLP","http://www.guidestar.org/profile/11-2110488","http://www.guidestar.org/FinDocuments/2012/112/110/2012-112110488-09e00ccf-9.pdf","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","","$0","JAMES CALDAS","","","","","0"
"Christ Lutheran Church Inc","11-2110691","","","1988","","","189 Burr Rd","","East Northport","NY","Suffolk",="11731","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2110691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Avalon Theatre Company Inc C/O Chad Beguelin","11-2112006","","","1992","","","24 5th Ave Apt 1423","","New York","NY","New York",="10011","","","501(c)(3) Private Nonoperating Foundation","Theater","","","A65 (Theater)","711110","5812","7922","","","","http://www.guidestar.org/profile/11-2112006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lakeridge Community Association","11-2112782","2017-03-01","2018-02-28","1967","2017","990EZ","PO Box 120","","Matawan","NJ","Monmouth",="07747","732-407-9781","","501(c)(7) (Social and Recreation Clubs)","Neighborhood associations","","","S22 (Neighborhood/Block Associations)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2112782","http://www.guidestar.org/FinDocuments/2018/112/112/2018-112112782-104dabc5-ZO.pdf","$124,633","$124,158","","$124,633","","","","$177,018","$177,018","","$157,621","","$988","","","$0","","","$166,323","","","","","","","","","","","","$959","","","","","","",""
"MT Sinai Yacht Club Inc","11-2113926","2018-01-01","2018-12-31","1977","2018","990","244 Harbor Beach Rd","","Mount Sinai","NY","Suffolk",="11766","631-473-2993","WWW.MSYC.ORG","501(c)(7) (Social and Recreation Clubs)","Clubs","","","N50 (Recreational, Pleasure, or Social Club)","713990","7911","7993","","Y","GE MACODNALD & CO LTD","http://www.guidestar.org/profile/11-2113926","http://www.guidestar.org/FinDocuments/2018/112/113/2018-112113926-17123870-9O.pdf","$1,038,875","$266,831","","$897,227","","","","$746,941","$1,042,165","$9","","","","$235,695","$511,237","$141,648","$0","","$672,694","$6,668","$666,026","$0","$3,450","$1,398","","$44,346","$8,463","","","","","","KEN TRELEWICZ","","","","","34"
"Congregation Machne Israel","11-2116397","","","1980","","","2413 E 23rd St","","Brooklyn","NY","Kings",="11235","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/11-2116397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"North Shore Nursery School","11-2126555","2018-07-01","2019-06-30","1968","2018","990","90 Plandome Rd","","Manhasset","NY","Nassau",="11030","516-365-7244","www.nsnurseryschool.com","501(c)(3) Public Charity","Out-of-school learning","","","B21 (Kindergarten, Nursery Schools, Preschool, Early Admissions)","624410","8351","","N","","O'KEEFE CPA LLC","http://www.guidestar.org/profile/11-2126555","http://www.guidestar.org/FinDocuments/2019/112/126/2019-112126555-17020293-9.pdf","$373,083","$296,744","","$152,178","$1,032","","$151,146","$455,524","$463,533","$3,584","$5,265","","$4,200","","$442,475","$220,905","$0","","$422,338","$371,224","$51,114","$0","$4,575","$2,130","","$7,734","","","","$3,360","","","Dana Dignam","","","","","28"
"Mcua Realty Corp","11-2127760","2018-01-01","2018-12-31","1972","2018","990EZ","166 E Jericho Tpke","","Mineola","NY","Nassau",="11501","516-747-5980","N/A","501(c)(2) (Title Holding Corporation)","Real estate","","","S47 (Real Estate Organizations)","531390","6531","","","","NOVAK FRANCELLA LLC","http://www.guidestar.org/profile/11-2127760","http://www.guidestar.org/FinDocuments/2018/112/127/2018-112127760-111226a8-ZO.pdf","$386,604","$343,639","","$236,336","","","","$1,904","$1,904","$1,904","","","","","","$150,268","","","$0","","","","","","","","","","","","","","","","","","",""
"Visiting Nurse Association of Long Island Inc","11-2127785","2015-01-01","2015-12-31","1968","2015","990","3305 Jerusalem Ave","","Wantagh","NY","Nassau",="11793","516-739-1270","VNALI.ORG","501(c)(3) Public Charity","Home health care","","","E92 (Home Health Care (includes Visiting Nurse Associations))","621610","8082","","N","","SIMIONE MACCA & LARROW LLP","http://www.guidestar.org/profile/11-2127785","http://www.guidestar.org/FinDocuments/2015/112/127/2015-112127785-0d3a76f0-9.pdf","$764,648","$188,826","$0","-$3,847,349","$21,126","","-$3,868,475","$1,977,073","$1,977,073","","$91,242","","","","$1,885,831","$4,611,997","$524,054","","$4,605,316","$3,265,217","$1,340,099","$0","$36,995","$1,700","$46,372","$84,774","$16,263","","$613,290","","","","ROSEMARY VANDER WYDE","","","","","118"
"Daughters of Wisdom","11-2128244","","","1946","","","385 Ocean Ave","","Islip","NY","Suffolk",="11751","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2128244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
