Org Name,EIN,Current FY Start,Current FY End,Ruling Year,Form Year,Form Type,Address Line 1,Address Line 2,City,State,County,Zip,Org Phone Number,Web Address,IRS Subsection,Subject Area 1,Subject Area 2,Subject Area 3,NTEE Code,NAICS Code,SIC Code1,SIC Code2,Audit Required?,Has filed 990T?,Paid Preparer Firm Name,Link to GS Profile Page,Link to most recent Form 990,Total Assets,Cash & Equivalent,Investments Securities,Net Assets,Temporarily Restricted Net Assets,Permanently Restricted Net Assets,Unrestricted Net Assets,Total Revenue,Gross Receipts,Investment Income,Total Contributions,Government Grants,Special Events,Sales,Program Services Revenue,Total Liabilities,Loans and Notes,Tax-Exempt Bond Liabilities,Total Expenses,Total Program Expenses,Total Administrative Expenses,Total Fundraising Expenses,Accounting Fees,Advertising Expenses,Information Technology Expenses,Insurance Expenses,Interest Expenses,Investment Management Fees,Legal Fees,Pension Plan Contributions   Employee Benefits,Printing and Publications,Professional Fundraising Expenses,Principal Officer,Org Leader,Primary Contact Name,Primary Contact Title,Primary Contact Email,Number of Employees
101-105 South Eighth Street Apts Housing Development Fund Corp,26-2418821,7/1/2018,6/30/2019,1946,2018,990,191 Joralemon St,,Brooklyn,NY,Kings,11201,718-722-6150,WWW.CCBQ.ORG,501(c)(3) Public Charity,Housing development,,,L21 (Public Housing),531110,6513,6514,Y,,COHNREZNICK LLP,http://www.guidestar.org/profile/26-2418821,http://www.guidestar.org/FinDocuments/2019/262/418/2019-262418821-17117710-9.pdf,"$4,417,811 ","$3,429,499 ",,"$1,786,183 ",,,"$1,786,183 ","$315,327 ","$315,327 ","$50,773 ",,,,,"$260,287 ","$2,631,628 ","$1,709,034 ",,"$328,735 ","$297,596 ","$31,139 ",$0 ,"$12,675 ",,,"$24,981 ","$51,733 ",,"$13,995 ",,,,JEANNE M DIULIO,,,,,0
1000 Women Can Change the World Corporation,26-2428298,,,2008,,,8061 Long Branch Ter Apt 13,,Glen Burnie,MD,Anne Arundel,21061,(410) 707-7378,www.1000WomenCanChangeTheWorld.org,501(c)(3) Public Charity,Public affairs,Community and economic development,Women's rights,S01 (Alliance/Advocacy Organizations),813319,8399,8641,,,,http://www.guidestar.org/profile/26-2428298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paula Constantino ,Paula Constantino ,President,paula@w-s-team.com,
100 Black Men of Syracuse Inc,26-2847372,1/1/2018,12/31/2018,2010,2018,990EZ,2610 S Salina St,,Syracuse,NY,Onondaga,13205,315-443-8749,WWW.100BLACKMENSYR.ORG,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,FUST CHARLES CHAMBERS LLP,http://www.guidestar.org/profile/26-2847372,http://www.guidestar.org/FinDocuments/2018/262/847/2018-262847372-17066471-Z.pdf,"$129,142 ","$129,142 ",,"$129,142 ",,,,"$115,071 ","$159,544 ",,"$74,046 ",,"$17,659 ",,"$23,366 ",$0 ,,,"$87,440 ",,,,,,,,,,,,$815 ,,,,,,,
10 Women of Hope Inc,26-2878472,1/1/2017,12/31/2017,2009,2017,990,PO Box 235,,Marietta,GA,Cobb,30061,770-422-0564,HTTP://10WOMENOFHOPE.ORG/,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,N,,FRICKE & ASSOCIATES PC,http://www.guidestar.org/profile/26-2878472,http://www.guidestar.org/FinDocuments/2017/262/878/2017-262878472-100b50f7-9.pdf,"$110,414 ","$110,414 ",,"$110,414 ",,,"$110,414 ","$85,698 ","$98,366 ",$16 ,"$81,826 ",,"$3,856 ",,,$0 ,$0 ,,"$51,717 ","$49,454 ","$2,263 ",$0 ,,,,,,,,,,,WANDA CALLAHAN,,,,,0
10 12 Church,26-2922391,,,2003,,,PO Box 1512,,Willis,TX,Montgomery,77378,,,501(c)(3) Public Charity,Protestantism,,,X21 (Protestant),813110,8661,,,,,http://www.guidestar.org/profile/26-2922391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000Flowerz,26-3198745,,,2008,,,87 Florida Ave NW,,Washington,DC,District of Columbia,20001,,,501(c)(3) Private Nonoperating Foundation,Foundations,,,T20 (Private Grantmaking Foundations),813211,6732,,,,,http://www.guidestar.org/profile/26-3198745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Black Men of Grenada Inc,26-3310166,1/1/2018,12/31/2018,2010,2018,990EZ,PO Box 1402,,Grenada,MS,Grenada,38902,662-230-3997,N/A,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,JOHN MARK KING CPA PA,http://www.guidestar.org/profile/26-3310166,http://www.guidestar.org/FinDocuments/2018/263/310/2018-263310166-113d1820-Z.pdf,"$10,673 ","$10,673 ",,"$10,673 ",,,,"$37,424 ","$37,424 ",,"$37,424 ",,,,,,,,"$36,250 ",,,,,,,,,,,,"$4,098 ",,,,,,,
100 Black Men of Greater Lafayette Inc,26-3318162,,,2010,,,PO Box 61792,,Lafayette,LA,Lafayette,70596,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/26-3318162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-10 Ministries Inc,26-3655465,1/1/2018,12/31/2018,2010,2018,990EZ,2439 Blueridge Cir,,Prescott,AZ,Yavapai,86301,928-232-0544,1010MINISTRIES.ORG,501(c)(3) Public Charity,Christianity,,,X20 (Christian),813110,8661,,,N,THREE 27 ACCOUNTING SERVICES,http://www.guidestar.org/profile/26-3655465,http://www.guidestar.org/FinDocuments/2018/263/655/2018-263655465-10a4fdfb-Z.pdf,"$68,488 ","$68,488 ",,"$63,785 ",,,,"$185,102 ","$190,001 ",,"$117,508 ",,"$1,231 ",,"$66,363 ","$4,703 ",,,"$176,601 ",,,,,,,,,,,,,,,,,,,
1% for Humanity,26-3664326,,,2009,,,4118 Scott Ave N,,Minneapolis,MN,Hennepin,55422,,www.onepercentforhumanity.org,501(c)(3) Public Charity,Philanthropy,,,T50 (Philanthropy / Charity / Voluntarism Promotion (General)),813219,8399,,,,,http://www.guidestar.org/profile/26-3664326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Pearson ,Nick Pearson ,,info@onepercentforhumanity.org,
10 Wilmington Place Residence Council,26-3720836,,,2010,,,10 Wilmington Ave Apt 139w,,Dayton,OH,Montgomery,45420,,,501(c)(4) (Civic Leagues and Social Welfare Organizations),Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/26-3720836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Acre Wood Daycare Inc,26-3746691,1/1/2018,12/31/2018,2014,2018,990,1340 Onondaga Rd,,Holt,MI,Ingham,48842,517-694-2458,,501(c)(3) Public Charity,Child care,,,P33 (Child Day Care),624410,8351,,,,SIMPLIFIED ACCOUNTING & TAX SERVICE INC,http://www.guidestar.org/profile/26-3746691,http://www.guidestar.org/FinDocuments/2018/263/746/2018-263746691-17130357-9.pdf,"$56,019 ","$18,644 ",,"$56,019 ",,,"$56,019 ","$522,027 ","$522,027 ",$12 ,,,,,"$522,015 ",$0 ,$0 ,,"$555,076 ","$555,076 ",$0 ,$0 ,"$3,474 ",$710 ,$120 ,"$8,139 ",,,,,,,JACKIE PITCHFORD,,,,,35
100 Black Men of Metro Lake Charles,26-3791944,1/1/2012,12/31/2012,2009,2012,990,PO Box 312,,Lake Charles,LA,Calcasieu,70602,337-217-4280,WWW.100BLACKMENLC.ORG,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,J WALKER & COMPANY APC,http://www.guidestar.org/profile/26-3791944,http://www.guidestar.org/FinDocuments/2012/263/791/2012-263791944-09b0d642-9.pdf,"$1,215 ","$1,215 ",,"$1,215 ",,,"$1,215 ","$8,691 ","$8,691 ",,"$8,691 ",,,,,$0 ,$0 ,,"$11,876 ","$5,432 ","$6,444 ",$0 ,$400 ,$650 ,,,,,,,,,DARRELMETOYER,,,,,0
10 40 Hope Missions Inc,26-3797359,1/1/2018,12/31/2018,2009,2018,990,PO Box 204664,,Augusta,GA,Columbia,30917,(803) 521-3034,http://www.1040hope.org,501(c)(3) Public Charity,Christianity,,,X20 (Christian),813110,8661,,N,,"Robert M. Oswald, CPA, PA",http://www.guidestar.org/profile/26-3797359,http://www.guidestar.org/FinDocuments/2018/263/797/2018-263797359-114ba970-9.pdf,"$18,238 ","$18,238 ",,"$16,773 ",,,,"$105,626 ","$105,626 ",,"$78,080 ",,,,"$27,546 ","$1,465 ",$0 ,,"$93,501 ","$61,197 ","$32,304 ",$0 ,,$523 ,$270 ,,,,,,,,BENJAMIN JOHNSON,Benjamin Johnson ,Benjamin Johnson ,Founder and CEO,ben.johnson@1040hope.org,1
1 Day at A Time,26-4049953,,,2009,,,4811 Duncanville Rd Apt 1807,,Dallas,TX,Dallas,75236,,,501(c)(3) Public Charity,Homeless shelters,,,L41 (Temporary Shelter For the Homeless),624221,8322,,,,,http://www.guidestar.org/profile/26-4049953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Por Ciento Vida Asambleas De Dios,26-4196061,,,1964,,,36824 37th St E,,Palmdale,CA,Los Angeles,93550,,,501(c)(3) Public Charity,Religion,,,"X99 (Religion Related, Spiritual Development N.E.C.)",813110,8661,,,,,http://www.guidestar.org/profile/26-4196061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21 Ministry Inc.,26-4200711,,,2009,,,2222 Winged Foot Dr,,Missouri City,TX,Fort Bend,77459,(281) 416-0102,onetwentyone.com,501(c)(3) Public Charity,Religion,,,X19 (Nonmonetary Support N.E.C.),813219,8399,,,,,http://www.guidestar.org/profile/26-4200711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Darryl M Earnshaw ,Mr. Darryl Earnshaw ,Principal Officer,one21ministry@yahoo.com,
1 Peter 4-10 Foundation Inc,26-4273263,1/1/2018,12/31/2018,2009,2018,990PF,7300 N Comanche Ave,,Warr Acres,OK,Oklahoma,73132,405-721-2797,,501(c)(3) Private Nonoperating Foundation,Animal welfare,,,D20 (Animal Protection and Welfare (includes Humane Societies and SPCAs)),813312,8399,8699,,,,http://www.guidestar.org/profile/26-4273263,http://www.guidestar.org/FinDocuments/2017/264/273/2017-264273263-0f4aff72-F.pdf,"$415,991 ","$415,991 ",,"$415,991 ",,,,"$26,631 ","$2,566 ","$1,602 ","$17,147 ",,,,,$0 ,,,"$18,582 ",,,,"$1,435 ",,,,,,,,,,,,,,,
-please select-,26-4309731,,,2011,,,606 S Five Sisters Dr,,Saint George,UT,Washington,84790,,http://www.beitchaverimutah.org,501(c)(3) Public Charity,Judaism,,,X30 (Jewish),813110,8661,,,,,http://www.guidestar.org/profile/26-4309731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Satter ,Treasurer,mssatter@gmail.com,
0009 De,26-4507405,,,2015,,,12385 Sussex Hwy,,Greenwood,DE,Sussex,19950,,,501(c)(19) (Post or Organizations of War Veterans),Special population support,,,W30 (Military/Veterans' Organizations),813410,8641,8699,,,,http://www.guidestar.org/profile/26-4507405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 On 1 Education Inc,26-4570016,1/1/2013,12/31/2013,2013,2013,990EZ,9801 Chalmers St,,Detroit,MI,Wayne,48213,,,501(c)(3) Public Charity,Education services,,,B90 (Educational Services and Schools - Other),611710,8299,8748,,,CARTER ADVISORY GROUP INC,http://www.guidestar.org/profile/26-4570016,http://www.guidestar.org/FinDocuments/2013/264/570/2013-264570016-0b236875-Z.pdf,"$429,679 ","$429,679 ",,"$429,679 ",,,,,$0 ,,,,,,,$0 ,,,"$265,761 ",,,,,,,,,,,,,,,,,,,
100 Black Men of Greater Monroe Inc,26-4572870,,,2010,,,PO Box 3191,,Monroe,LA,Ouachita,71210,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/26-4572870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Uphandles Inc,26-4573122,1/1/2018,12/31/2018,2014,2018,990EZ,1409 Pillock Pl,,Silver Spring,MD,Montgomery,20905,240-426-5004,,501(c)(3) Public Charity,Education services,,,B90 (Educational Services and Schools - Other),611710,8299,8748,,N,,http://www.guidestar.org/profile/26-4573122,http://www.guidestar.org/FinDocuments/2017/264/573/2017-264573122-10e4f36c-Z.pdf,"$13,865 ","$13,865 ",,"$13,865 ",,,,"$73,369 ","$73,369 ",,"$73,369 ",,,,,,,,"$60,572 ",,,,,,,,,,,,$655 ,,,,,,,
1 Vision 4 Africa,26-4643936,,,2009,,,4910 SW 31st Ter,,Fort Lauderdale,FL,Broward,33312,,,501(c)(3) Public Charity,Eye diseases,,,"G41 (Eye Diseases, Blindness and Vision Impairments)",813212,8399,,,,,http://www.guidestar.org/profile/26-4643936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Talent Inc,26-4659271,,,2009,,,20400 NW 45th Ave,,Miami Gardens,FL,Miami-Dade,33055,,,501(c)(3) Public Charity,Arts and culture,,,"A20 (Arts, Cultural Organizations - Multipurpose)",71,,,,,,http://www.guidestar.org/profile/26-4659271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100CAMERAS INC,26-4692506,1/1/2018,12/31/2018,2010,2018,990EZ,601 W 26th St Ste 325-211,,New York,NY,New York,10001,(347) 674-8098,http://www.100cameras.org,501(c)(3) Public Charity,Visual arts,Human rights,Youth organizing,O50 (Youth Development Programs),813410,8641,8699,,N,ZELIN & ASSOCIATES CPA LLC,http://www.guidestar.org/profile/26-4692506,http://www.guidestar.org/FinDocuments/2018/264/692/2018-264692506-112a993d-Z.pdf,"$109,957 ","$109,957 ",,"$109,957 ",,,,"$58,656 ","$94,320 ",,"$36,980 ",,"$14,008 ","$7,668 ",,,,,"$36,521 ",,,,,,,,,,,,$320 ,,,Angela Popplewell ,Angela Popplewell ,"Co-founder, CEO",Angela@100cameras.org,
1 John 3 Ministries,26-4748358,,,2009,,,1387 Highway 56 S,,Clinton,SC,Laurens,29325,,,501(c)(3) Public Charity,Housing rehabilitation,,,L25 (Housing Rehabilitation),624229,8322,,,,,http://www.guidestar.org/profile/26-4748358,http://www.guidestar.org/FinDocuments/2010/264/748/2010-264748358-074f0e37-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Oss Heritage Foundation,26-4792317,,,2016,,,120 East Flightline Rd,,Langley Afb,VA,York,23665,,,501(c)(3) Public Charity,Historic preservation,,,"A82 (Historical Societies, Historic Preservation)",712120,8412,,,,,http://www.guidestar.org/profile/26-4792317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Plus 1 Programs Inc,27-0094242,,,2005,,,4280 Quail Run Rd,,Jackson,MS,Hinds,39211,,,501(c)(3) Public Charity,Eating disorders,,,"F53 (Eating Disorder, Addiction)",621498,8093,,,,,http://www.guidestar.org/profile/27-0094242,http://www.guidestar.org/FinDocuments/2008/270/094/2008-270094242-067ce2ad-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Black Men Milledgeville-Oconee Area Inc,27-0094249,,,2013,,,237 Pebblebrook Ln,,Macon,GA,Bibb,31220,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/27-0094249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Black Men of Greater South Bend Inc,27-0295842,1/1/2018,12/31/2018,2014,2018,990,2043 S Bend Ave PMB 345,,South Bend,IN,St Joseph,46637,574-271-9799,100BLACKMENOFSOUTHBEND.ORG,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,N,,STEVEN A GOLDBERG CPA,http://www.guidestar.org/profile/27-0295842,http://www.guidestar.org/FinDocuments/2018/270/295/2018-270295842-1157d1d1-9.pdf,"$322,338 ","$321,401 ",,"$322,338 ",,,"$322,338 ","$126,615 ","$186,855 ",$328 ,"$96,524 ",,"($13,702)",,"$43,465 ",$0 ,$0 ,,"$53,861 ","$53,861 ",$0 ,$0 ,"$2,295 ","$2,469 ",,$475 ,,,,,,,ARNOLD SALLIE,,,,,0
100 Bmg Seattle,27-0383453,,,2010,,,455 Massachusetts Ave NW Ste 150166,,Washington,DC,District of Columbia,20001,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/27-0383453,http://www.guidestar.org/FinDocuments/2014/270/383/2014-270383453-0b357695-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100Th Anniversary of Naval Aviation Foundation,27-0574674,,,2010,,,330 Encinitas Blvd Ste 101,,Encinitas,CA,San Diego,92024,,,501(c)(3) Public Charity,Physical and earth sciences,,,U30 (Physical Sciences/Earth Sciences Research and Promotion),54171,,,,,,http://www.guidestar.org/profile/27-0574674,http://www.guidestar.org/FinDocuments/2014/270/574/2014-270574674-0adc0f61-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Stop Recovery Inc,27-0638043,1/1/2016,12/31/2016,2014,2016,990EZ,4141 North Fwy Ste 310,,Houston,TX,Harris,77022,713-697-6820,,501(c)(3) Public Charity,Health,,,E99 (Health - General and Rehabilitative N.E.C.),621999,8099,,,N,,http://www.guidestar.org/profile/27-0638043,http://www.guidestar.org/FinDocuments/2016/270/638/2016-270638043-0dd04da4-Z.pdf,"$70,616 ","$70,616 ",,"$70,616 ",,,,"$354,153 ","$354,153 ",$0 ,$0 ,,$0 ,$0 ,"$354,153 ",$0 ,,,"$283,537 ",,,,,,,,,,,,$600 ,,,,,,,
1000 Jobs Haiti Inc,27-0646224,7/1/2017,6/30/2018,2010,2017,990,316 W Main Rd,,Little Compton,RI,Newport,02837,401-635-2414,1000JOBSHAITI.ORG,501(c)(3) Public Charity,Economic development,Entrepreneurship,International development,Q33 (International Relief),813311,8399,,N,,KAHN LITWIN RENZA & CO LTD,http://www.guidestar.org/profile/27-0646224,http://www.guidestar.org/FinDocuments/2018/270/646/2018-270646224-100958a9-9.pdf,$0 ,$0 ,$0 ,$0 ,,,$0 ,"$128,119 ","$128,119 ",,"$93,739 ",,,,"$36,507 ",$0 ,$0 ,,"$150,738 ","$150,448 ",$290 ,$0 ,"$8,984 ",,,,,,,,,,LEROY S CLOSE,,,,,0
1040 INITIATIVE,27-0659329,1/1/2018,12/31/2018,2010,2018,990,PO Box 721765,,Norman,OK,Cleveland,73070,(405) 366-1040,www.1040i.org,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,N,,,http://www.guidestar.org/profile/27-0659329,http://www.guidestar.org/FinDocuments/2017/270/659/2017-270659329-1045b318-9.pdf,"$1,094,105 ","$677,100 ",,"$1,070,037 ","$494,455 ",,"$575,582 ","$763,735 ","$763,735 ",,"$763,735 ",,,,,"$24,148 ",$0 ,,"$689,704 ","$521,652 ","$115,593 ","$52,459 ",,"$19,514 ",,,,,,"$6,500 ",,,Mike Cousineau,Mike Cousineau ,Sabrina Yaw ,"Vice President, Programs",sabrina@1040i.org,3
100 Good Foundation,27-0670910,,,2009,,,6567 E Casa De Leon Ln              % Glenn Blackmore,,Gold Canyon,AZ,Pinal,85118,,,501(c)(3) Public Charity,Disasters and emergency management,,,M20 (Disaster Preparedness and Relief Services),624230,8322,,,,,http://www.guidestar.org/profile/27-0670910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101St Airborne Division Association Southern California Eagles Chapte,27-0698688,,,2010,,,734 Myrtle Ave,,Glendora,CA,Los Angeles,91741,,,501(c)(19) (Post or Organizations of War Veterans),Special population support,,,W30 (Military/Veterans' Organizations),813410,8641,8699,,,,http://www.guidestar.org/profile/27-0698688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 2 5 Motorcycle Club,27-0728456,,,2010,,,4617 Tuttle Ave SE,,Minot,ND,Ward,58701,,,501(c)(7) (Social and Recreation Clubs),Clubs,,,"N50 (Recreational, Pleasure, or Social Club)",713990,7911,7993,,,,http://www.guidestar.org/profile/27-0728456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Green Planet,27-1030377,1/1/2013,12/31/2013,2010,2013,990,850 SW 7th St Ste 200,,Renton,WA,King,98057,425-996-3513,WWW.1GREENPLANET.ORG,501(c)(3) Public Charity,Recycling,,,C27 (Recycling),813312,8399,8699,N,,SUMMIT ACCOUNTING SERVICES LLC,http://www.guidestar.org/profile/27-1030377,http://www.guidestar.org/FinDocuments/2013/271/030/2013-271030377-0a855b9c-9.pdf,$0 ,$0 ,$0 ,$0 ,,,$0 ,"$282,082 ","$282,082 ",$1 ,"$4,744 ",,,,"$277,337 ",$0 ,$0 ,,"$274,315 ","$134,087 ","$140,228 ",$0 ,,"$51,815 ",,,"$2,904 ",,,,,,MICHAEL SZANYI,,,,,0
100 Women Strong Inc,27-1041148,1/1/2018,12/31/2018,2010,2018,990,PO Box 272,,Saint Joseph,MI,Berrien,49085,(269) 332-1890,www.100womenstrongberrien.com,501(c)(3) Public Charity,Basic and emergency aid,Human services,,"P60 (Emergency Assistance (Food, Clothing, Cash))",624230,8322,,,,RENDEL ELIE & ASSOCIATES PLC,http://www.guidestar.org/profile/27-1041148,http://www.guidestar.org/FinDocuments/2018/271/041/2018-271041148-1128fbb6-9.pdf,"$22,905 ","$22,905 ",,"$22,905 ",,,"$22,905 ","$36,170 ","$41,284 ",,"$28,457 ",,"$7,631 ",,,$0 ,$0 ,,"$16,317 ","$16,317 ",$0 ,$0 ,$685 ,$35 ,,$475 ,,,,,,,NIETA WASHINGTON,Lynne Christiano ,Lynne Christiano ,Co-Chair,lynne.christiano@hotmail.com,0
100 Black Men of Maryland Charter School Initiative Inc,27-1076305,,,2010,,,4413 Liberty Heights Ave,,Gwynn Oak,MD,Baltimore,21207,,,501(c)(3) Public Charity,Charter school education,,,B29 (Charter Schools),611110,8211,,,,,http://www.guidestar.org/profile/27-1076305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 27 Call Inc,27-1087554,,,2010,,,146 Volunteer Rd,,Murfreesboro,TN,Rutherford,37128,,,501(c)(3) Public Charity,Adoption,,,P31 (Adoption),624110,8322,,,,,http://www.guidestar.org/profile/27-1087554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Soccer Club Inc,27-1339391,,,2011,,,6549 E Camino Vis,,Anaheim,CA,Orange,92807,,,501(c)(3) Public Charity,European football,,,N64 (Soccer Clubs/Leagues),713990,7911,7993,,,,http://www.guidestar.org/profile/27-1339391,http://www.guidestar.org/FinDocuments/2013/271/339/2013-271339391-0a776125-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Black Men of Myrtle Beach Inc,27-1768509,1/1/2018,12/31/2018,2011,2018,990EZ,PO Box 50098,,Myrtle Beach,SC,Horry,29579,850-322-2200,www.lOObmomb.org,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,N,,http://www.guidestar.org/profile/27-1768509,http://www.guidestar.org/FinDocuments/2018/271/768/2018-271768509-10dea049-Z.pdf,"$27,354 ","$26,728 ",,"$27,354 ",,,,"$12,810 ","$34,190 ",,"$5,464 ",,"$7,346 ",,,,,,"$16,527 ",,,,,,,,,,,,$166 ,,,,,,,
$0.00 ,27-1921257,,,1984,,,PO Box 842,,Oxford,FL,Sumter,34484,(352) 352-7516,vva1036.org,501(c)(19) (Post or Organizations of War Veterans),Special population support,,,W30 (Military/Veterans' Organizations),813410,8641,8699,,,,http://www.guidestar.org/profile/27-1921257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pete Wagner ,President,pete.wagner@vva1036.org,
1 Step Beyond,27-2022334,,,2011,,,5416 Storm King,,Schertz,TX,Guadalupe,78108,,,501(c)(3) Public Charity,Student services,,,B80 (Student Services and Organizations),611710,8299,8748,,,,http://www.guidestar.org/profile/27-2022334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Accord Foundation Inc,27-2048665,,,2010,,,127 Good Folks Rd,,Kearneysville,WV,Jefferson,25430,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/27-2048665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Black Men of America Incorporated,27-2197170,,,2011,,,PO Box 2435,,Tuscaloosa,AL,Tuscaloosa,35403,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/27-2197170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 FOLD STUDIO,27-2204504,1/1/2018,12/31/2018,2012,2018,990,PO Box 1160,,Lakeside,MT,Flathead,59922,(406) 709-3021,www.100foldstudio.org,501(c)(3) Public Charity,Community and economic development,Christianity,,S11 (Single Organization Support),813219,8399,,N,,Easy Office dba Jitasa,http://www.guidestar.org/profile/27-2204504,http://www.guidestar.org/FinDocuments/2018/272/204/2018-272204504-17068160-9.pdf,"$372,907 ","$178,516 ",,"$359,040 ",$0 ,$0 ,"$359,040 ","$1,211,153 ","$1,211,153 ",$14 ,"$815,900 ","$98,430 ",,,"$394,889 ","$13,867 ",$0 ,,"$1,136,832 ","$716,366 ","$322,171 ","$98,295 ","$5,842 ","$8,340 ","$8,367 ","$11,799 ",,,$327 ,,,"$3,000 ",John Hudson,John Hudson ,Samantha Hudson ,CEO / Co-Founder,sam@100foldstudio.org,26
10 Thousand Windows,27-2505761,9/1/2017,8/31/2018,2010,2017,990,2095 Lakeside Centre Way Ste 101,,Knoxville,TN,Knox,37922,(865) 321-1060,www.10thousandwindows.org,501(c)(3) Public Charity,Employment,Job counseling,,J21 (Vocational Counseling / Guidance / Testing),624310,8331,,N,,LTD GLOBAL LLC,http://www.guidestar.org/profile/27-2505761,http://www.guidestar.org/FinDocuments/2018/272/505/2018-272505761-10746157-9.pdf,"$402,280 ","$381,001 ",,"$384,819 ",,,,"$672,626 ","$672,626 ",$154 ,"$667,503 ",,,,"$3,179 ","$17,461 ",$0 ,,"$572,886 ","$407,494 ","$108,752 ","$56,640 ","$17,689 ","$4,971 ","$14,530 ",$914 ,,,"$6,023 ",,,,,Jeremy Floyd ,Mr. Jeremy Floyd ,Executive Director,jeremy@10thousandwindows.org,2
0 TOLERANCE INC,27-2620044,,,2012,,,3514 Arminto Dr,,Ellenwood,GA,Clayton,30294,(470) 588-1084,www.0ti.org,501(c)(3) Public Charity,Vocational education,Youth development,Community service for youth,B30 (Vocational Technical),61151,,,,,,http://www.guidestar.org/profile/27-2620044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Lawrance A Holton II,Mr Lawrance A Holton II,CFO,Lawrance@0ti.org,
10 20 Project,27-2754643,,,2011,,,16 Forest Brook Ct,,Little Rock,AR,Pulaski,72211,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/27-2754643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
